,date,ron95,ron97,diesel,ron95_budi95,USD,index,state,division,Rate
2627,2018-09-01,2.2,2.69,2.18,2.2,4.1075,117.7,W.P. Labuan,overall,3.25
2628,2018-09-01,2.2,2.69,2.18,2.2,4.1075,118.4,W.P. Putrajaya,overall,3.25
2646,2018-10-01,2.2,2.79,2.18,2.2,4.1415,124.3,Johor,overall,3.25
2647,2018-10-01,2.2,2.79,2.18,2.2,4.1415,119.1,Kedah,overall,3.25
2648,2018-10-01,2.2,2.79,2.18,2.2,4.1415,119.786256156894,Kelantan,overall,3.25
2649,2018-10-01,2.2,2.79,2.18,2.2,4.1415,119.9,Melaka,overall,3.25
2650,2018-10-01,2.2,2.79,2.18,2.2,4.1415,121.9,Negeri Sembilan,overall,3.25
2651,2018-10-01,2.2,2.79,2.18,2.2,4.1415,118.7,Pahang,overall,3.25
2652,2018-10-01,2.2,2.79,2.18,2.2,4.1415,116.8,Perak,overall,3.25
2653,2018-10-01,2.2,2.79,2.18,2.2,4.1415,115.2,Perlis,overall,3.25
2654,2018-10-01,2.2,2.79,2.18,2.2,4.1415,122.2,Pulau Pinang,overall,3.25
2655,2018-10-01,2.2,2.79,2.18,2.2,4.1415,114.7,Sabah,overall,3.25
2656,2018-10-01,2.2,2.79,2.18,2.2,4.1415,116.6,Sarawak,overall,3.25
2657,2018-10-01,2.2,2.79,2.18,2.2,4.1415,123.3,Selangor,overall,3.25
2658,2018-10-01,2.2,2.79,2.18,2.2,4.1415,116.5,Terengganu,overall,3.25
2659,2018-10-01,2.2,2.79,2.18,2.2,4.1415,122.0,W.P. Kuala Lumpur,overall,3.25
2660,2018-10-01,2.2,2.79,2.18,2.2,4.1415,118.0,W.P. Labuan,overall,3.25
2661,2018-10-01,2.2,2.79,2.18,2.2,4.1415,118.7,W.P. Putrajaya,overall,3.25
2684,2018-11-01,2.2,2.81,2.18,2.2,4.1845,124.7,Johor,overall,3.25
2685,2018-11-01,2.2,2.81,2.18,2.2,4.1845,119.1,Kedah,overall,3.25
2686,2018-11-01,2.2,2.81,2.18,2.2,4.1845,120.17238322504,Kelantan,overall,3.25
2687,2018-11-01,2.2,2.81,2.18,2.2,4.1845,120.2,Melaka,overall,3.25
2688,2018-11-01,2.2,2.81,2.18,2.2,4.1845,122.2,Negeri Sembilan,overall,3.25
2689,2018-11-01,2.2,2.81,2.18,2.2,4.1845,118.8,Pahang,overall,3.25
2690,2018-11-01,2.2,2.81,2.18,2.2,4.1845,116.9,Perak,overall,3.25
2691,2018-11-01,2.2,2.81,2.18,2.2,4.1845,115.3,Perlis,overall,3.25
2692,2018-11-01,2.2,2.81,2.18,2.2,4.1845,122.7,Pulau Pinang,overall,3.25
2693,2018-11-01,2.2,2.81,2.18,2.2,4.1845,114.9,Sabah,overall,3.25
2694,2018-11-01,2.2,2.81,2.18,2.2,4.1845,116.8,Sarawak,overall,3.25
2695,2018-11-01,2.2,2.81,2.18,2.2,4.1845,123.6,Selangor,overall,3.25
2696,2018-11-01,2.2,2.81,2.18,2.2,4.1845,117.0,Terengganu,overall,3.25
2697,2018-11-01,2.2,2.81,2.18,2.2,4.1845,122.3,W.P. Kuala Lumpur,overall,3.25
2698,2018-11-01,2.2,2.81,2.18,2.2,4.1845,118.2,W.P. Labuan,overall,3.25
2699,2018-11-01,2.2,2.81,2.18,2.2,4.1845,119.0,W.P. Putrajaya,overall,3.25
2719,2018-12-01,2.2,2.5,2.18,2.2,4.188,124.6,Johor,overall,3.25
2720,2018-12-01,2.2,2.5,2.18,2.2,4.188,119.3,Kedah,overall,3.25
2721,2018-12-01,2.2,2.5,2.18,2.2,4.188,120.529869104596,Kelantan,overall,3.25
2722,2018-12-01,2.2,2.5,2.18,2.2,4.188,120.4,Melaka,overall,3.25
2723,2018-12-01,2.2,2.5,2.18,2.2,4.188,122.2,Negeri Sembilan,overall,3.25
2724,2018-12-01,2.2,2.5,2.18,2.2,4.188,119.1,Pahang,overall,3.25
2725,2018-12-01,2.2,2.5,2.18,2.2,4.188,117.1,Perak,overall,3.25
2726,2018-12-01,2.2,2.5,2.18,2.2,4.188,115.6,Perlis,overall,3.25
2727,2018-12-01,2.2,2.5,2.18,2.2,4.188,122.8,Pulau Pinang,overall,3.25
2728,2018-12-01,2.2,2.5,2.18,2.2,4.188,114.9,Sabah,overall,3.25
2729,2018-12-01,2.2,2.5,2.18,2.2,4.188,116.8,Sarawak,overall,3.25
2730,2018-12-01,2.2,2.5,2.18,2.2,4.188,123.6,Selangor,overall,3.25
2731,2018-12-01,2.2,2.5,2.18,2.2,4.188,117.1,Terengganu,overall,3.25
2732,2018-12-01,2.2,2.5,2.18,2.2,4.188,122.1,W.P. Kuala Lumpur,overall,3.25
2733,2018-12-01,2.2,2.5,2.18,2.2,4.188,118.1,W.P. Labuan,overall,3.25
2734,2018-12-01,2.2,2.5,2.18,2.2,4.188,119.1,W.P. Putrajaya,overall,3.25
2755,2019-01-01,2.2,2.5,2.18,2.2,4.1385,124.0,Johor,overall,3.25
2756,2019-01-01,2.2,2.5,2.18,2.2,4.1385,118.5,Kedah,overall,3.25
2757,2019-01-01,2.2,2.5,2.18,2.2,4.1385,120.0,Kelantan,overall,3.25
2758,2019-01-01,2.2,2.5,2.18,2.2,4.1385,119.7,Melaka,overall,3.25
2759,2019-01-01,2.2,2.5,2.18,2.2,4.1385,121.5,Negeri Sembilan,overall,3.25
2760,2019-01-01,2.2,2.5,2.18,2.2,4.1385,118.2,Pahang,overall,3.25
2761,2019-01-01,2.2,2.5,2.18,2.2,4.1385,116.7,Perak,overall,3.25
2762,2019-01-01,2.2,2.5,2.18,2.2,4.1385,115.0,Perlis,overall,3.25
2763,2019-01-01,2.2,2.5,2.18,2.2,4.1385,122.3,Pulau Pinang,overall,3.25
2764,2019-01-01,2.2,2.5,2.18,2.2,4.1385,114.4,Sabah,overall,3.25
2765,2019-01-01,2.2,2.5,2.18,2.2,4.1385,115.9,Sarawak,overall,3.25
2766,2019-01-01,2.2,2.5,2.18,2.2,4.1385,123.0,Selangor,overall,3.25
2767,2019-01-01,2.2,2.5,2.18,2.2,4.1385,116.4,Terengganu,overall,3.25
2768,2019-01-01,2.2,2.5,2.18,2.2,4.1385,121.7,W.P. Kuala Lumpur,overall,3.25
2769,2019-01-01,2.2,2.5,2.18,2.2,4.1385,117.5,W.P. Labuan,overall,3.25
2770,2019-01-01,2.2,2.5,2.18,2.2,4.1385,119.3,W.P. Putrajaya,overall,3.25
2796,2019-02-01,1.98,2.28,2.18,1.98,4.089,124.3,Johor,overall,3.25
2797,2019-02-01,1.98,2.28,2.18,1.98,4.089,118.8,Kedah,overall,3.25
2798,2019-02-01,1.98,2.28,2.18,1.98,4.089,120.0,Kelantan,overall,3.25
2799,2019-02-01,1.98,2.28,2.18,1.98,4.089,119.9,Melaka,overall,3.25
2800,2019-02-01,1.98,2.28,2.18,1.98,4.089,121.9,Negeri Sembilan,overall,3.25
2801,2019-02-01,1.98,2.28,2.18,1.98,4.089,118.4,Pahang,overall,3.25
2802,2019-02-01,1.98,2.28,2.18,1.98,4.089,116.9,Perak,overall,3.25
2803,2019-02-01,1.98,2.28,2.18,1.98,4.089,115.2,Perlis,overall,3.25
2804,2019-02-01,1.98,2.28,2.18,1.98,4.089,122.7,Pulau Pinang,overall,3.25
2805,2019-02-01,1.98,2.28,2.18,1.98,4.089,114.5,Sabah,overall,3.25
2806,2019-02-01,1.98,2.28,2.18,1.98,4.089,116.1,Sarawak,overall,3.25
2807,2019-02-01,1.98,2.28,2.18,1.98,4.089,123.5,Selangor,overall,3.25
2808,2019-02-01,1.98,2.28,2.18,1.98,4.089,116.5,Terengganu,overall,3.25
2809,2019-02-01,1.98,2.28,2.18,1.98,4.089,122.1,W.P. Kuala Lumpur,overall,3.25
2810,2019-02-01,1.98,2.28,2.18,1.98,4.089,117.7,W.P. Labuan,overall,3.25
2811,2019-02-01,1.98,2.28,2.18,1.98,4.089,119.6,W.P. Putrajaya,overall,3.25
2833,2019-03-01,2.08,2.38,2.18,2.08,4.073,124.6,Johor,overall,3.25
2834,2019-03-01,2.08,2.38,2.18,2.08,4.073,119.2,Kedah,overall,3.25
2835,2019-03-01,2.08,2.38,2.18,2.08,4.073,120.0,Kelantan,overall,3.25
2836,2019-03-01,2.08,2.38,2.18,2.08,4.073,120.2,Melaka,overall,3.25
2837,2019-03-01,2.08,2.38,2.18,2.08,4.073,122.1,Negeri Sembilan,overall,3.25
2838,2019-03-01,2.08,2.38,2.18,2.08,4.073,118.7,Pahang,overall,3.25
2839,2019-03-01,2.08,2.38,2.18,2.08,4.073,117.2,Perak,overall,3.25
2840,2019-03-01,2.08,2.38,2.18,2.08,4.073,115.5,Perlis,overall,3.25
2841,2019-03-01,2.08,2.38,2.18,2.08,4.073,123.0,Pulau Pinang,overall,3.25
2842,2019-03-01,2.08,2.38,2.18,2.08,4.073,114.9,Sabah,overall,3.25
2843,2019-03-01,2.08,2.38,2.18,2.08,4.073,116.7,Sarawak,overall,3.25
2844,2019-03-01,2.08,2.38,2.18,2.08,4.073,123.8,Selangor,overall,3.25
2845,2019-03-01,2.08,2.38,2.18,2.08,4.073,116.6,Terengganu,overall,3.25
2846,2019-03-01,2.08,2.38,2.18,2.08,4.073,122.5,W.P. Kuala Lumpur,overall,3.25
2847,2019-03-01,2.08,2.38,2.18,2.08,4.073,118.1,W.P. Labuan,overall,3.25
2848,2019-03-01,2.08,2.38,2.18,2.08,4.073,120.1,W.P. Putrajaya,overall,3.25
2874,2019-04-01,2.08,2.63,2.18,2.08,4.076,124.7,Johor,overall,3.25
2875,2019-04-01,2.08,2.63,2.18,2.08,4.076,119.1,Kedah,overall,3.25
2876,2019-04-01,2.08,2.63,2.18,2.08,4.076,119.9,Kelantan,overall,3.25
2877,2019-04-01,2.08,2.63,2.18,2.08,4.076,120.0,Melaka,overall,3.25
2878,2019-04-01,2.08,2.63,2.18,2.08,4.076,122.2,Negeri Sembilan,overall,3.25
2879,2019-04-01,2.08,2.63,2.18,2.08,4.076,118.6,Pahang,overall,3.25
2880,2019-04-01,2.08,2.63,2.18,2.08,4.076,117.2,Perak,overall,3.25
2881,2019-04-01,2.08,2.63,2.18,2.08,4.076,115.3,Perlis,overall,3.25
2882,2019-04-01,2.08,2.63,2.18,2.08,4.076,123.1,Pulau Pinang,overall,3.25
2883,2019-04-01,2.08,2.63,2.18,2.08,4.076,114.9,Sabah,overall,3.25
2884,2019-04-01,2.08,2.63,2.18,2.08,4.076,116.7,Sarawak,overall,3.25
2885,2019-04-01,2.08,2.63,2.18,2.08,4.076,123.8,Selangor,overall,3.25
2886,2019-04-01,2.08,2.63,2.18,2.08,4.076,116.6,Terengganu,overall,3.25
2887,2019-04-01,2.08,2.63,2.18,2.08,4.076,122.7,W.P. Kuala Lumpur,overall,3.25
2888,2019-04-01,2.08,2.63,2.18,2.08,4.076,118.3,W.P. Labuan,overall,3.25
2889,2019-04-01,2.08,2.63,2.18,2.08,4.076,120.1,W.P. Putrajaya,overall,3.25
2915,2019-05-01,2.08,2.81,2.18,2.08,4.1355,125.0,Johor,overall,3.25
2916,2019-05-01,2.08,2.81,2.18,2.08,4.1355,119.4,Kedah,overall,3.25
2917,2019-05-01,2.08,2.81,2.18,2.08,4.1355,120.7,Kelantan,overall,3.25
2918,2019-05-01,2.08,2.81,2.18,2.08,4.1355,120.3,Melaka,overall,3.25
2919,2019-05-01,2.08,2.81,2.18,2.08,4.1355,122.4,Negeri Sembilan,overall,3.25
2920,2019-05-01,2.08,2.81,2.18,2.08,4.1355,118.9,Pahang,overall,3.25
2921,2019-05-01,2.08,2.81,2.18,2.08,4.1355,117.3,Perak,overall,3.25
2922,2019-05-01,2.08,2.81,2.18,2.08,4.1355,115.5,Perlis,overall,3.25
2923,2019-05-01,2.08,2.81,2.18,2.08,4.1355,123.2,Pulau Pinang,overall,3.25
2924,2019-05-01,2.08,2.81,2.18,2.08,4.1355,114.9,Sabah,overall,3.25
2925,2019-05-01,2.08,2.81,2.18,2.08,4.1355,116.9,Sarawak,overall,3.25
2926,2019-05-01,2.08,2.81,2.18,2.08,4.1355,124.0,Selangor,overall,3.25
2927,2019-05-01,2.08,2.81,2.18,2.08,4.1355,117.0,Terengganu,overall,3.25
2928,2019-05-01,2.08,2.81,2.18,2.08,4.1355,122.8,W.P. Kuala Lumpur,overall,3.25
2929,2019-05-01,2.08,2.81,2.18,2.08,4.1355,118.3,W.P. Labuan,overall,3.25
2930,2019-05-01,2.08,2.81,2.18,2.08,4.1355,120.2,W.P. Putrajaya,overall,3.25
2955,2019-06-01,2.08,2.63,2.18,2.08,4.197,125.0,Johor,overall,3.0
2956,2019-06-01,2.08,2.63,2.18,2.08,4.197,119.4,Kedah,overall,3.0
2957,2019-06-01,2.08,2.63,2.18,2.08,4.197,120.8,Kelantan,overall,3.0
2958,2019-06-01,2.08,2.63,2.18,2.08,4.197,120.2,Melaka,overall,3.0
2959,2019-06-01,2.08,2.63,2.18,2.08,4.197,122.3,Negeri Sembilan,overall,3.0
2960,2019-06-01,2.08,2.63,2.18,2.08,4.197,118.8,Pahang,overall,3.0
2961,2019-06-01,2.08,2.63,2.18,2.08,4.197,117.4,Perak,overall,3.0
2962,2019-06-01,2.08,2.63,2.18,2.08,4.197,115.5,Perlis,overall,3.0
2963,2019-06-01,2.08,2.63,2.18,2.08,4.197,123.1,Pulau Pinang,overall,3.0
2964,2019-06-01,2.08,2.63,2.18,2.08,4.197,114.9,Sabah,overall,3.0
2965,2019-06-01,2.08,2.63,2.18,2.08,4.197,116.8,Sarawak,overall,3.0
2966,2019-06-01,2.08,2.63,2.18,2.08,4.197,124.1,Selangor,overall,3.0
2967,2019-06-01,2.08,2.63,2.18,2.08,4.197,117.2,Terengganu,overall,3.0
2968,2019-06-01,2.08,2.63,2.18,2.08,4.197,122.9,W.P. Kuala Lumpur,overall,3.0
2969,2019-06-01,2.08,2.63,2.18,2.08,4.197,118.3,W.P. Labuan,overall,3.0
2970,2019-06-01,2.08,2.63,2.18,2.08,4.197,120.1,W.P. Putrajaya,overall,3.0
2992,2019-07-01,2.08,2.49,2.18,2.08,4.1335,125.2,Johor,overall,3.0
2993,2019-07-01,2.08,2.49,2.18,2.08,4.1335,119.5,Kedah,overall,3.0
2994,2019-07-01,2.08,2.49,2.18,2.08,4.1335,120.8,Kelantan,overall,3.0
2995,2019-07-01,2.08,2.49,2.18,2.08,4.1335,120.4,Melaka,overall,3.0
2996,2019-07-01,2.08,2.49,2.18,2.08,4.1335,122.5,Negeri Sembilan,overall,3.0
2997,2019-07-01,2.08,2.49,2.18,2.08,4.1335,119.0,Pahang,overall,3.0
2998,2019-07-01,2.08,2.49,2.18,2.08,4.1335,117.6,Perak,overall,3.0
2999,2019-07-01,2.08,2.49,2.18,2.08,4.1335,115.6,Perlis,overall,3.0
3000,2019-07-01,2.08,2.49,2.18,2.08,4.1335,123.4,Pulau Pinang,overall,3.0
3001,2019-07-01,2.08,2.49,2.18,2.08,4.1335,114.9,Sabah,overall,3.0
3002,2019-07-01,2.08,2.49,2.18,2.08,4.1335,116.8,Sarawak,overall,3.0
3003,2019-07-01,2.08,2.49,2.18,2.08,4.1335,124.2,Selangor,overall,3.0
3004,2019-07-01,2.08,2.49,2.18,2.08,4.1335,117.2,Terengganu,overall,3.0
3005,2019-07-01,2.08,2.49,2.18,2.08,4.1335,123.1,W.P. Kuala Lumpur,overall,3.0
3006,2019-07-01,2.08,2.49,2.18,2.08,4.1335,118.3,W.P. Labuan,overall,3.0
3007,2019-07-01,2.08,2.49,2.18,2.08,4.1335,120.5,W.P. Putrajaya,overall,3.0
3033,2019-08-01,2.08,2.56,2.18,2.08,4.1445,125.3,Johor,overall,3.0
3034,2019-08-01,2.08,2.56,2.18,2.08,4.1445,119.8,Kedah,overall,3.0
3035,2019-08-01,2.08,2.56,2.18,2.08,4.1445,121.0,Kelantan,overall,3.0
3036,2019-08-01,2.08,2.56,2.18,2.08,4.1445,120.6,Melaka,overall,3.0
3037,2019-08-01,2.08,2.56,2.18,2.08,4.1445,122.8,Negeri Sembilan,overall,3.0
3038,2019-08-01,2.08,2.56,2.18,2.08,4.1445,119.1,Pahang,overall,3.0
3039,2019-08-01,2.08,2.56,2.18,2.08,4.1445,117.8,Perak,overall,3.0
3040,2019-08-01,2.08,2.56,2.18,2.08,4.1445,115.9,Perlis,overall,3.0
3041,2019-08-01,2.08,2.56,2.18,2.08,4.1445,123.7,Pulau Pinang,overall,3.0
3042,2019-08-01,2.08,2.56,2.18,2.08,4.1445,115.1,Sabah,overall,3.0
3043,2019-08-01,2.08,2.56,2.18,2.08,4.1445,116.8,Sarawak,overall,3.0
3044,2019-08-01,2.08,2.56,2.18,2.08,4.1445,124.6,Selangor,overall,3.0
3045,2019-08-01,2.08,2.56,2.18,2.08,4.1445,117.4,Terengganu,overall,3.0
3046,2019-08-01,2.08,2.56,2.18,2.08,4.1445,123.6,W.P. Kuala Lumpur,overall,3.0
3047,2019-08-01,2.08,2.56,2.18,2.08,4.1445,118.5,W.P. Labuan,overall,3.0
3048,2019-08-01,2.08,2.56,2.18,2.08,4.1445,120.6,W.P. Putrajaya,overall,3.0
3074,2019-09-01,2.08,2.5,2.18,2.08,4.222,125.5,Johor,overall,3.0
3075,2019-09-01,2.08,2.5,2.18,2.08,4.222,119.8,Kedah,overall,3.0
3076,2019-09-01,2.08,2.5,2.18,2.08,4.222,120.8,Kelantan,overall,3.0
3077,2019-09-01,2.08,2.5,2.18,2.08,4.222,120.6,Melaka,overall,3.0
3078,2019-09-01,2.08,2.5,2.18,2.08,4.222,122.8,Negeri Sembilan,overall,3.0
3079,2019-09-01,2.08,2.5,2.18,2.08,4.222,119.1,Pahang,overall,3.0
3080,2019-09-01,2.08,2.5,2.18,2.08,4.222,117.8,Perak,overall,3.0
3081,2019-09-01,2.08,2.5,2.18,2.08,4.222,115.8,Perlis,overall,3.0
3082,2019-09-01,2.08,2.5,2.18,2.08,4.222,123.7,Pulau Pinang,overall,3.0
3083,2019-09-01,2.08,2.5,2.18,2.08,4.222,115.1,Sabah,overall,3.0
3084,2019-09-01,2.08,2.5,2.18,2.08,4.222,116.9,Sarawak,overall,3.0
3085,2019-09-01,2.08,2.5,2.18,2.08,4.222,124.7,Selangor,overall,3.0
3086,2019-09-01,2.08,2.5,2.18,2.08,4.222,117.3,Terengganu,overall,3.0
3087,2019-09-01,2.08,2.5,2.18,2.08,4.222,123.6,W.P. Kuala Lumpur,overall,3.0
3088,2019-09-01,2.08,2.5,2.18,2.08,4.222,118.5,W.P. Labuan,overall,3.0
3089,2019-09-01,2.08,2.5,2.18,2.08,4.222,120.6,W.P. Putrajaya,overall,3.0
3112,2019-10-01,2.08,2.79,2.18,2.08,4.192,125.7,Johor,overall,3.0
3113,2019-10-01,2.08,2.79,2.18,2.08,4.192,120.0,Kedah,overall,3.0
3114,2019-10-01,2.08,2.79,2.18,2.08,4.192,120.8,Kelantan,overall,3.0
3115,2019-10-01,2.08,2.79,2.18,2.08,4.192,120.7,Melaka,overall,3.0
3116,2019-10-01,2.08,2.79,2.18,2.08,4.192,123.0,Negeri Sembilan,overall,3.0
3117,2019-10-01,2.08,2.79,2.18,2.08,4.192,119.6,Pahang,overall,3.0
3118,2019-10-01,2.08,2.79,2.18,2.08,4.192,117.9,Perak,overall,3.0
3119,2019-10-01,2.08,2.79,2.18,2.08,4.192,115.9,Perlis,overall,3.0
3120,2019-10-01,2.08,2.79,2.18,2.08,4.192,123.8,Pulau Pinang,overall,3.0
3121,2019-10-01,2.08,2.79,2.18,2.08,4.192,115.1,Sabah,overall,3.0
3122,2019-10-01,2.08,2.79,2.18,2.08,4.192,117.0,Sarawak,overall,3.0
3123,2019-10-01,2.08,2.79,2.18,2.08,4.192,124.9,Selangor,overall,3.0
3124,2019-10-01,2.08,2.79,2.18,2.08,4.192,117.4,Terengganu,overall,3.0
3125,2019-10-01,2.08,2.79,2.18,2.08,4.192,123.6,W.P. Kuala Lumpur,overall,3.0
3126,2019-10-01,2.08,2.79,2.18,2.08,4.192,118.5,W.P. Labuan,overall,3.0
3127,2019-10-01,2.08,2.79,2.18,2.08,4.192,120.8,W.P. Putrajaya,overall,3.0
3153,2019-11-01,2.08,2.59,2.18,2.08,4.172,125.7,Johor,overall,3.0
3154,2019-11-01,2.08,2.59,2.18,2.08,4.172,120.0,Kedah,overall,3.0
3155,2019-11-01,2.08,2.59,2.18,2.08,4.172,120.7,Kelantan,overall,3.0
3156,2019-11-01,2.08,2.59,2.18,2.08,4.172,120.8,Melaka,overall,3.0
3157,2019-11-01,2.08,2.59,2.18,2.08,4.172,123.1,Negeri Sembilan,overall,3.0
3158,2019-11-01,2.08,2.59,2.18,2.08,4.172,119.7,Pahang,overall,3.0
3159,2019-11-01,2.08,2.59,2.18,2.08,4.172,118.0,Perak,overall,3.0
3160,2019-11-01,2.08,2.59,2.18,2.08,4.172,115.9,Perlis,overall,3.0
3161,2019-11-01,2.08,2.59,2.18,2.08,4.172,124.0,Pulau Pinang,overall,3.0
3162,2019-11-01,2.08,2.59,2.18,2.08,4.172,115.4,Sabah,overall,3.0
3163,2019-11-01,2.08,2.59,2.18,2.08,4.172,117.2,Sarawak,overall,3.0
3164,2019-11-01,2.08,2.59,2.18,2.08,4.172,125.1,Selangor,overall,3.0
3165,2019-11-01,2.08,2.59,2.18,2.08,4.172,117.3,Terengganu,overall,3.0
3166,2019-11-01,2.08,2.59,2.18,2.08,4.172,124.0,W.P. Kuala Lumpur,overall,3.0
3167,2019-11-01,2.08,2.59,2.18,2.08,4.172,118.5,W.P. Labuan,overall,3.0
3168,2019-11-01,2.08,2.59,2.18,2.08,4.172,120.9,W.P. Putrajaya,overall,3.0
3194,2019-12-01,2.08,2.66,2.18,2.08,4.1713,126.0,Johor,overall,3.0
3195,2019-12-01,2.08,2.66,2.18,2.08,4.1713,120.2,Kedah,overall,3.0
3196,2019-12-01,2.08,2.66,2.18,2.08,4.1713,121.1,Kelantan,overall,3.0
3197,2019-12-01,2.08,2.66,2.18,2.08,4.1713,120.8,Melaka,overall,3.0
3198,2019-12-01,2.08,2.66,2.18,2.08,4.1713,123.2,Negeri Sembilan,overall,3.0
3199,2019-12-01,2.08,2.66,2.18,2.08,4.1713,119.9,Pahang,overall,3.0
3200,2019-12-01,2.08,2.66,2.18,2.08,4.1713,118.1,Perak,overall,3.0
3201,2019-12-01,2.08,2.66,2.18,2.08,4.1713,116.3,Perlis,overall,3.0
3202,2019-12-01,2.08,2.66,2.18,2.08,4.1713,124.0,Pulau Pinang,overall,3.0
3203,2019-12-01,2.08,2.66,2.18,2.08,4.1713,115.4,Sabah,overall,3.0
3204,2019-12-01,2.08,2.66,2.18,2.08,4.1713,117.2,Sarawak,overall,3.0
3205,2019-12-01,2.08,2.66,2.18,2.08,4.1713,125.3,Selangor,overall,3.0
3206,2019-12-01,2.08,2.66,2.18,2.08,4.1713,117.7,Terengganu,overall,3.0
3207,2019-12-01,2.08,2.66,2.18,2.08,4.1713,123.9,W.P. Kuala Lumpur,overall,3.0
3208,2019-12-01,2.08,2.66,2.18,2.08,4.1713,118.5,W.P. Labuan,overall,3.0
3209,2019-12-01,2.08,2.66,2.18,2.08,4.1713,121.1,W.P. Putrajaya,overall,3.0
3235,2020-01-01,2.08,2.63,2.18,2.08,4.0925,126.2,Johor,overall,3.0
3236,2020-01-01,2.08,2.63,2.18,2.08,4.0925,120.2,Kedah,overall,3.0
3237,2020-01-01,2.08,2.63,2.18,2.08,4.0925,121.2,Kelantan,overall,3.0
3238,2020-01-01,2.08,2.63,2.18,2.08,4.0925,120.8,Melaka,overall,3.0
3239,2020-01-01,2.08,2.63,2.18,2.08,4.0925,123.4,Negeri Sembilan,overall,3.0
3240,2020-01-01,2.08,2.63,2.18,2.08,4.0925,120.0,Pahang,overall,3.0
3241,2020-01-01,2.08,2.63,2.18,2.08,4.0925,118.3,Perak,overall,3.0
3242,2020-01-01,2.08,2.63,2.18,2.08,4.0925,116.3,Perlis,overall,3.0
3243,2020-01-01,2.08,2.63,2.18,2.08,4.0925,124.2,Pulau Pinang,overall,3.0
3244,2020-01-01,2.08,2.63,2.18,2.08,4.0925,115.5,Sabah,overall,3.0
3245,2020-01-01,2.08,2.63,2.18,2.08,4.0925,117.3,Sarawak,overall,3.0
3246,2020-01-01,2.08,2.63,2.18,2.08,4.0925,125.5,Selangor,overall,3.0
3247,2020-01-01,2.08,2.63,2.18,2.08,4.0925,117.8,Terengganu,overall,3.0
3248,2020-01-01,2.08,2.63,2.18,2.08,4.0925,123.9,W.P. Kuala Lumpur,overall,3.0
3249,2020-01-01,2.08,2.63,2.18,2.08,4.0925,118.6,W.P. Labuan,overall,3.0
3250,2020-01-01,2.08,2.63,2.18,2.08,4.0925,121.5,W.P. Putrajaya,overall,3.0
3276,2020-02-01,2.08,2.41,2.18,2.08,4.0885,126.0,Johor,overall,2.75
3277,2020-02-01,2.08,2.41,2.18,2.08,4.0885,120.1,Kedah,overall,2.75
3278,2020-02-01,2.08,2.41,2.18,2.08,4.0885,121.1,Kelantan,overall,2.75
3279,2020-02-01,2.08,2.41,2.18,2.08,4.0885,120.6,Melaka,overall,2.75
3280,2020-02-01,2.08,2.41,2.18,2.08,4.0885,123.3,Negeri Sembilan,overall,2.75
3281,2020-02-01,2.08,2.41,2.18,2.08,4.0885,120.2,Pahang,overall,2.75
3282,2020-02-01,2.08,2.41,2.18,2.08,4.0885,118.4,Perak,overall,2.75
3283,2020-02-01,2.08,2.41,2.18,2.08,4.0885,116.1,Perlis,overall,2.75
3284,2020-02-01,2.08,2.41,2.18,2.08,4.0885,124.3,Pulau Pinang,overall,2.75
3285,2020-02-01,2.08,2.41,2.18,2.08,4.0885,115.4,Sabah,overall,2.75
3286,2020-02-01,2.08,2.41,2.18,2.08,4.0885,117.4,Sarawak,overall,2.75
3287,2020-02-01,2.08,2.41,2.18,2.08,4.0885,125.5,Selangor,overall,2.75
3288,2020-02-01,2.08,2.41,2.18,2.08,4.0885,117.8,Terengganu,overall,2.75
3289,2020-02-01,2.08,2.41,2.18,2.08,4.0885,123.9,W.P. Kuala Lumpur,overall,2.75
3290,2020-02-01,2.08,2.41,2.18,2.08,4.0885,118.5,W.P. Labuan,overall,2.75
3291,2020-02-01,2.08,2.41,2.18,2.08,4.0885,121.5,W.P. Putrajaya,overall,2.75
3316,2020-03-01,2.08,2.4,2.13,2.08,4.226,124.3,Johor,overall,2.75
3317,2020-03-01,2.08,2.4,2.13,2.08,4.226,118.5,Kedah,overall,2.75
3318,2020-03-01,2.08,2.4,2.13,2.08,4.226,119.5,Kelantan,overall,2.75
3319,2020-03-01,2.08,2.4,2.13,2.08,4.226,119.1,Melaka,overall,2.75
3320,2020-03-01,2.08,2.4,2.13,2.08,4.226,121.4,Negeri Sembilan,overall,2.75
3321,2020-03-01,2.08,2.4,2.13,2.08,4.226,118.6,Pahang,overall,2.75
3322,2020-03-01,2.08,2.4,2.13,2.08,4.226,116.9,Perak,overall,2.75
3323,2020-03-01,2.08,2.4,2.13,2.08,4.226,114.1,Perlis,overall,2.75
3324,2020-03-01,2.08,2.4,2.13,2.08,4.226,123.1,Pulau Pinang,overall,2.75
3325,2020-03-01,2.08,2.4,2.13,2.08,4.226,113.9,Sabah,overall,2.75
3326,2020-03-01,2.08,2.4,2.13,2.08,4.226,115.7,Sarawak,overall,2.75
3327,2020-03-01,2.08,2.4,2.13,2.08,4.226,124.2,Selangor,overall,2.75
3328,2020-03-01,2.08,2.4,2.13,2.08,4.226,115.9,Terengganu,overall,2.75
3329,2020-03-01,2.08,2.4,2.13,2.08,4.226,122.8,W.P. Kuala Lumpur,overall,2.75
